index,player,team,match name,rating,goals,shots off target,shots on target blocked,match short
209,Trent Alexander-Arnold,Liverpool,Man City - Liverpool,6.613684445601176,0,3,2,Man City - Liverpo...
210,Trent Alexander-Arnold,Liverpool,Brighton - Liverpool,6.009231053103371,2,3,1,Brighton - Liverpo...
222,Trent Alexander-Arnold,Liverpool,Liverpool - Crystal Palace,7.6464453606297065,2,2,2,Liverpool - Crysta...
237,Trent Alexander-Arnold,Liverpool,Liverpool - Leicester,8.288940282118084,0,3,0,Liverpool - Leices...
249,Trent Alexander-Arnold,Liverpool,West Ham - Liverpool,4.501415984504745,2,0,1,West Ham - Liverpo...
255,Trent Alexander-Arnold,Liverpool,Liverpool - Bournemouth,5.826957765600078,0,0,1,Liverpool - Bourne...
268,Trent Alexander-Arnold,Liverpool,Man United - Liverpool,5.388056596297974,2,0,2,Man United - Liver...
276,Trent Alexander-Arnold,Liverpool,Liverpool - Watford,9.896360872485008,0,1,2,Liverpool - Watfor...
286,Trent Alexander-Arnold,Liverpool,Everton - Liverpool,5.756414835770681,0,2,2,Everton - Liverpoo...
298,Trent Alexander-Arnold,Liverpool,Liverpool - Burnley,6.496247861364573,0,0,1,Liverpool - Burnle...
303,Trent Alexander-Arnold,Liverpool,Fulham - Liverpool,4.800791526240355,0,0,0,Fulham - Liverpool...
312,Trent Alexander-Arnold,Liverpool,Liverpool - Tottenham,9.93087614016894,2,0,3,Liverpool - Totten...
319,Trent Alexander-Arnold,Liverpool,Southampton - Liverpool,5.929074590423271,1,2,3,Southampton - Live...
333,Trent Alexander-Arnold,Liverpool,Liverpool - Chelsea,6.964240256709491,0,3,2,Liverpool - Chelse...
343,Trent Alexander-Arnold,Liverpool,Cardiff - Liverpool,8.298725322624186,0,3,1,Cardiff - Liverpoo...
350,Trent Alexander-Arnold,Liverpool,Liverpool - Huddersfield,4.783829462232977,2,1,3,Liverpool - Hudder...
363,Trent Alexander-Arnold,Liverpool,Newcastle - Liverpool,5.683667744026289,1,1,0,Newcastle - Liverp...
375,Trent Alexander-Arnold,Liverpool,Liverpool - Wolves,7.063842289405517,1,1,3,Liverpool - Wolves...
5,Troy Deeney,Watford,Watford - Brighton,9.422793616732054,1,1,3,Watford - Brighton...
17,Troy Deeney,Watford,Burnley - Watford,4.403845249027072,2,3,3,Burnley - Watford
28,Troy Deeney,Watford,Watford - Crystal Palace,9.561260915052838,1,3,1,Watford - Crystal ...
39,Troy Deeney,Watford,Watford - Tottenham,6.951933989204076,2,2,2,Watford - Tottenha...
46,Troy Deeney,Watford,Watford - Man United,6.398717309817032,2,2,0,Watford - Man Unit...
54,Troy Deeney,Watford,Fulham - Watford,8.465378323926736,1,1,0,Fulham - Watford
60,Troy Deeney,Watford,Arsenal - Watford,8.983418983876822,2,2,3,Arsenal - Watford
76,Troy Deeney,Watford,Watford - Bournemouth,9.10876778740535,2,1,2,Watford - Bournemo...
87,Troy Deeney,Watford,Wolves - Watford,8.55568038691969,2,0,2,Wolves - Watford
95,Troy Deeney,Watford,Watford - Huddersfield,9.046145405850016,1,0,1,Watford - Huddersf...
104,Troy Deeney,Watford,Newcastle - Watford,9.923994440720096,1,2,2,Newcastle - Watfor...
115,Troy Deeney,Watford,Southampton - Watford,4.971886996733298,0,3,0,Southampton - Watf...
125,Troy Deeney,Watford,Watford - Liverpool,9.513484853169022,0,3,2,Watford - Liverpoo...
133,Troy Deeney,Watford,Leicester - Watford,5.719868358210334,0,1,3,Leicester - Watfor...
142,Troy Deeney,Watford,Watford - Man City,9.55661114050149,1,3,1,Watford - Man City...
159,Troy Deeney,Watford,Everton - Watford,5.549439207000841,0,1,3,Everton - Watford
165,Troy Deeney,Watford,Watford - Cardiff,9.846843820660613,2,0,2,Watford - Cardiff
178,Troy Deeney,Watford,West Ham - Watford,4.827424552635886,2,2,0,West Ham - Watford...
188,Troy Deeney,Watford,Watford - Chelsea,7.29530640631727,2,0,1,Watford - Chelsea
195,Troy Deeney,Watford,Watford - Newcastle,7.931760267315961,2,2,3,Watford - Newcastl...
203,Troy Deeney,Watford,Bournemouth - Watford,9.832022255468825,0,0,1,Bournemouth - Watf...
214,Troy Deeney,Watford,Crystal Palace - Watford,8.870728426324455,2,0,2,Crystal Palace - W...
226,Troy Deeney,Watford,Watford - Burnley,9.686664373409501,0,1,3,Watford - Burnley
239,Troy Deeney,Watford,Tottenham - Watford,6.551333420880825,1,3,2,Tottenham - Watfor...
240,Troy Deeney,Watford,Brighton - Watford,6.240740504964493,0,1,3,Brighton - Watford...
257,Troy Deeney,Watford,Watford - Everton,4.46822870396939,0,1,3,Watford - Everton
261,Troy Deeney,Watford,Cardiff - Watford,5.587331298855066,1,3,3,Cardiff - Watford
276,Troy Deeney,Watford,Liverpool - Watford,5.126210904576827,2,3,3,Liverpool - Watfor...
288,Troy Deeney,Watford,Watford - Leicester,4.107539226884976,1,2,1,Watford - Leiceste...
293,Troy Deeney,Watford,Man City - Watford,6.215930649010369,1,1,3,Man City - Watford...
309,Troy Deeney,Watford,Man United - Watford,8.586642069706887,2,0,0,Man United - Watfo...
314,Troy Deeney,Watford,Watford - Fulham,7.202750538947214,2,1,0,Watford - Fulham
334,Troy Deeney,Watford,Watford - Arsenal,5.347334156837743,2,1,0,Watford - Arsenal
337,Troy Deeney,Watford,Huddersfield - Watford,8.800913041304634,0,2,3,Huddersfield - Wat...
347,Troy Deeney,Watford,Watford - Southampton,9.542150969115454,2,0,3,Watford - Southamp...
356,Troy Deeney,Watford,Watford - Wolves,4.173316898700701,2,0,1,Watford - Wolves
367,Troy Deeney,Watford,Chelsea - Watford,9.50827796273748,2,3,3,Chelsea - Watford
379,Troy Deeney,Watford,Watford - West Ham,8.690496345595554,2,3,0,Watford - West Ham...
1,Tyrone Mings,Bournemouth,Bournemouth - Cardiff,6.93159558199531,0,0,0,Bournemouth - Card...
15,Tyrone Mings,Bournemouth,West Ham - Bournemouth,6.811488886941114,1,0,1,West Ham - Bournem...
21,Tyrone Mings,Bournemouth,Bournemouth - Everton,9.211584575525304,2,1,3,Bournemouth - Ever...
31,Tyrone Mings,Bournemouth,Chelsea - Bournemouth,5.995854050820151,0,0,2,Chelsea - Bournemo...
40,Tyrone Mings,Bournemouth,Bournemouth - Leicester,8.867481324760554,2,3,0,Bournemouth - Leic...
51,Tyrone Mings,Bournemouth,Burnley - Bournemouth,9.780262920662212,0,3,1,Burnley - Bournemo...
69,Tyrone Mings,Bournemouth,Bournemouth - Crystal Palace,8.222553279890025,2,0,2,Bournemouth - Crys...
76,Tyrone Mings,Bournemouth,Watford - Bournemouth,8.856168044355684,1,2,3,Watford - Bournemo...
80,Tyrone Mings,Bournemouth,Bournemouth - Southampton,9.219758570755696,1,0,0,Bournemouth - Sout...
91,Tyrone Mings,Bournemouth,Fulham - Bournemouth,9.033380782467908,0,0,0,Fulham - Bournemou...
101,Tyrone Mings,Bournemouth,Bournemouth - Man United,6.962040139627877,1,3,2,Bournemouth - Man ...
114,Tyrone Mings,Bournemouth,Newcastle - Bournemouth,6.968269869148229,2,1,1,Newcastle - Bourne...
127,Tyrone Mings,Bournemouth,Bournemouth - Arsenal,4.0467883168463015,1,3,2,Bournemouth - Arse...
134,Tyrone Mings,Bournemouth,Man City - Bournemouth,5.339402342061491,0,1,0,Man City - Bournem...
140,Tyrone Mings,Bournemouth,Bournemouth - Huddersfield,9.44068942320508,0,0,1,Bournemouth - Hudd...
151,Tyrone Mings,Bournemouth,Bournemouth - Liverpool,9.660696240098664,2,1,0,Bournemouth - Live...
166,Tyrone Mings,Bournemouth,Wolves - Bournemouth,6.750016880389704,0,2,0,Wolves - Bournemou...
172,Tyrone Mings,Bournemouth,Bournemouth - Brighton,5.4444103040874054,0,2,3,Bournemouth - Brig...
187,Tyrone Mings,Bournemouth,Tottenham - Bournemouth,7.376600927707206,0,2,1,Tottenham - Bourne...
198,Tyrone Mings,Bournemouth,Man United - Bournemouth,4.56318125039176,1,3,3,Man United - Bourn...
203,Tyrone Mings,Bournemouth,Bournemouth - Watford,5.953688239023648,0,1,1,Bournemouth - Watf...
217,Tyrone Mings,Bournemouth,Everton - Bournemouth,5.226143267695451,2,2,3,Everton - Bournemo...
221,Tyrone Mings,Bournemouth,Bournemouth - West Ham,9.451051902267182,2,0,1,Bournemouth - West...
236,Tyrone Mings,Bournemouth,Bournemouth - Chelsea,7.699620715003395,2,0,2,Bournemouth - Chel...
242,Tyrone Mings,Bournemouth,Cardiff - Bournemouth,9.85385392887232,1,2,2,Cardiff - Bournemo...
255,Tyrone Mings,Bournemouth,Liverpool - Bournemouth,9.070476764388992,0,2,0,Liverpool - Bourne...
263,Tyrone Mings,Bournemouth,Bournemouth - Wolves,4.697975336056945,2,1,2,Bournemouth - Wolv...
273,Tyrone Mings,Bournemouth,Arsenal - Bournemouth,9.579898987933065,0,0,1,Arsenal - Bournemo...
279,Tyrone Mings,Bournemouth,Bournemouth - Man City,9.684090946325865,2,3,3,Bournemouth - Man ...
291,Tyrone Mings,Bournemouth,Huddersfield - Bournemouth,6.198960067734834,0,3,3,Huddersfield - Bou...
299,Tyrone Mings,Bournemouth,Bournemouth - Newcastle,9.324294652362006,1,0,3,Bournemouth - Newc...
308,Tyrone Mings,Bournemouth,Leicester - Bournemouth,7.501146093797548,1,3,2,Leicester - Bourne...
320,Tyrone Mings,Bournemouth,Bournemouth - Burnley,5.147888589024103,0,2,3,Bournemouth - Burn...
326,Tyrone Mings,Bournemouth,Brighton - Bournemouth,4.807102513140399,2,0,0,Brighton - Bournem...
336,Tyrone Mings,Bournemouth,Bournemouth - Fulham,8.77790601102514,1,3,2,Bournemouth - Fulh...
354,Tyrone Mings,Bournemouth,Southampton - Bournemouth,5.533761790751474,0,1,2,Southampton - Bour...
361,Tyrone Mings,Bournemouth,Bournemouth - Tottenham,9.327195744349044,0,2,3,Bournemouth - Tott...
372,Tyrone Mings,Bournemouth,Crystal Palace - Bournemouth,9.296569107807926,1,1,3,Crystal Palace - B...
3,Victor Moses,Chelsea,Huddersfield - Chelsea,4.740438128137531,1,2,1,Huddersfield - Che...
11,Victor Moses,Chelsea,Chelsea - Arsenal,9.414958638061673,0,1,2,Chelsea - Arsenal
27,Victor Moses,Chelsea,Newcastle - Chelsea,6.932095852171735,0,2,0,Newcastle - Chelse...
31,Victor Moses,Chelsea,Chelsea - Bournemouth,5.864245705117941,1,0,1,Chelsea - Bournemo...
41,Victor Moses,Chelsea,Chelsea - Cardiff,6.888223638009721,2,3,3,Chelsea - Cardiff
59,Victor Moses,Chelsea,West Ham - Chelsea,4.198045236694433,0,0,1,West Ham - Chelsea...
61,Victor Moses,Chelsea,Chelsea - Liverpool,4.794939743575913,0,1,3,Chelsea - Liverpoo...
79,Victor Moses,Chelsea,Southampton - Chelsea,8.913734676508074,1,1,2,Southampton - Chel...
82,Victor Moses,Chelsea,Chelsea - Man United,7.6360604030786945,2,1,2,Chelsea - Man Unit...
96,Victor Moses,Chelsea,Burnley - Chelsea,7.496810270073497,0,2,2,Burnley - Chelsea
107,Victor Moses,Chelsea,Chelsea - Crystal Palace,5.4230435707182485,0,1,1,Chelsea - Crystal ...
117,Victor Moses,Chelsea,Chelsea - Everton,8.917345062564566,0,0,3,Chelsea - Everton
124,Victor Moses,Chelsea,Tottenham - Chelsea,8.212678191937723,2,0,0,Tottenham - Chelse...
138,Victor Moses,Chelsea,Chelsea - Fulham,6.632963126767043,0,0,2,Chelsea - Fulham
149,Victor Moses,Chelsea,Wolves - Chelsea,7.038033636698829,0,0,3,Wolves - Chelsea
154,Victor Moses,Chelsea,Chelsea - Man City,5.612124616052462,1,3,1,Chelsea - Man City...
167,Victor Moses,Chelsea,Brighton - Chelsea,5.68268530766979,1,1,1,Brighton - Chelsea...
174,Victor Moses,Chelsea,Chelsea - Leicester,4.143566690458565,2,1,2,Chelsea - Leiceste...
188,Victor Moses,Chelsea,Watford - Chelsea,7.830284253545665,2,1,1,Watford - Chelsea
197,Victor Moses,Chelsea,Crystal Palace - Chelsea,8.788668090339662,0,2,1,Crystal Palace - C...
204,Victor Moses,Chelsea,Chelsea - Southampton,5.806823492248229,1,1,1,Chelsea - Southamp...
213,Victor Moses,Chelsea,Chelsea - Newcastle,9.302141271612086,1,0,2,Chelsea - Newcastl...
220,Victor Moses,Chelsea,Arsenal - Chelsea,4.779237369844513,1,0,1,Arsenal - Chelsea
236,Victor Moses,Chelsea,Bournemouth - Chelsea,4.68683784181085,1,2,1,Bournemouth - Chel...
243,Victor Moses,Chelsea,Chelsea - Huddersfield,9.640168607311029,0,0,1,Chelsea - Huddersf...
258,Victor Moses,Chelsea,Man City - Chelsea,7.128830464547888,2,3,3,Man City - Chelsea...
274,Victor Moses,Chelsea,Chelsea - Tottenham,7.973271376763669,1,3,3,Chelsea - Tottenha...
287,Victor Moses,Chelsea,Fulham - Chelsea,4.064229954004093,1,1,2,Fulham - Chelsea
297,Victor Moses,Chelsea,Chelsea - Wolves,7.5467387801113945,1,3,0,Chelsea - Wolves
302,Victor Moses,Chelsea,Everton - Chelsea,7.62445586774019,1,0,1,Everton - Chelsea
311,Victor Moses,Chelsea,Cardiff - Chelsea,8.736917739142182,2,0,3,Cardiff - Chelsea
316,Victor Moses,Chelsea,Chelsea - Brighton,5.3836008026738424,2,2,3,Chelsea - Brighton...
324,Victor Moses,Chelsea,Chelsea - West Ham,9.352579692977548,1,3,0,Chelsea - West Ham...
333,Victor Moses,Chelsea,Liverpool - Chelsea,9.00073799667794,2,0,2,Liverpool - Chelse...
345,Victor Moses,Chelsea,Chelsea - Burnley,5.280725394900545,0,1,0,Chelsea - Burnley
359,Victor Moses,Chelsea,Man United - Chelsea,6.077674734783184,0,3,0,Man United - Chels...
367,Victor Moses,Chelsea,Chelsea - Watford,8.022390026977657,1,0,0,Chelsea - Watford
374,Victor Moses,Chelsea,Leicester - Chelsea,5.933023440008225,0,0,0,Leicester - Chelse...
4,Victor Wanyama,Tottenham,Newcastle - Tottenham,9.030532458767253,1,2,1,Newcastle - Totten...
14,Victor Wanyama,Tottenham,Tottenham - Fulham,4.631051686154488,1,1,2,Tottenham - Fulham...
29,Victor Wanyama,Tottenham,Man United - Tottenham,5.325031688586668,2,1,3,Man United - Totte...
39,Victor Wanyama,Tottenham,Watford - Tottenham,4.550736276541546,2,3,2,Watford - Tottenha...
45,Victor Wanyama,Tottenham,Tottenham - Liverpool,9.045731734475961,2,3,1,Tottenham - Liverp...
50,Victor Wanyama,Tottenham,Brighton - Tottenham,6.438995025608124,2,3,0,Brighton - Tottenh...
63,Victor Wanyama,Tottenham,Huddersfield - Tottenham,5.287543479427651,2,3,2,Huddersfield - Tot...
75,Victor Wanyama,Tottenham,Tottenham - Cardiff,5.067572722041143,1,3,2,Tottenham - Cardif...
86,Victor Wanyama,Tottenham,West Ham - Tottenham,8.565457107007113,1,0,1,West Ham - Tottenh...
99,Victor Wanyama,Tottenham,Tottenham - Man City,8.090638573390203,1,3,0,Tottenham - Man Ci...
106,Victor Wanyama,Tottenham,Wolves - Tottenham,6.180452110254494,1,1,2,Wolves - Tottenham...
111,Victor Wanyama,Tottenham,Crystal Palace - Tottenham,4.063529699242173,2,1,2,Crystal Palace - T...
124,Victor Wanyama,Tottenham,Tottenham - Chelsea,4.515995373302658,2,0,2,Tottenham - Chelse...
137,Victor Wanyama,Tottenham,Arsenal - Tottenham,8.205693217078185,0,0,2,Arsenal - Tottenha...
148,Victor Wanyama,Tottenham,Tottenham - Southampton,4.648510198237425,0,0,3,Tottenham - Southa...
155,Victor Wanyama,Tottenham,Leicester - Tottenham,9.287498129046101,1,3,1,Leicester - Totten...
164,Victor Wanyama,Tottenham,Tottenham - Burnley,5.5422227780734215,1,3,1,Tottenham - Burnle...
179,Victor Wanyama,Tottenham,Everton - Tottenham,7.016252416847449,2,0,3,Everton - Tottenha...
187,Victor Wanyama,Tottenham,Tottenham - Bournemouth,4.835576482430203,0,0,0,Tottenham - Bourne...
194,Victor Wanyama,Tottenham,Tottenham - Wolves,6.211330604889602,2,2,2,Tottenham - Wolves...
201,Victor Wanyama,Tottenham,Cardiff - Tottenham,7.962514742554884,2,2,3,Cardiff - Tottenha...
218,Victor Wanyama,Tottenham,Tottenham - Man United,6.05275952257843,2,0,2,Tottenham - Man Un...
228,Victor Wanyama,Tottenham,Fulham - Tottenham,9.620892704696661,2,0,3,Fulham - Tottenham...
239,Victor Wanyama,Tottenham,Tottenham - Watford,8.993434931771757,1,3,1,Tottenham - Watfor...
246,Victor Wanyama,Tottenham,Tottenham - Newcastle,6.88688180069885,2,1,3,Tottenham - Newcas...
259,Victor Wanyama,Tottenham,Tottenham - Leicester,5.007012308049861,2,1,1,Tottenham - Leices...
264,Victor Wanyama,Tottenham,Burnley - Tottenham,6.552008923092156,0,2,2,Burnley - Tottenha...
274,Victor Wanyama,Tottenham,Chelsea - Tottenham,7.379131041847215,1,3,1,Chelsea - Tottenha...
283,Victor Wanyama,Tottenham,Tottenham - Arsenal,8.732368167944795,0,2,0,Tottenham - Arsena...
295,Victor Wanyama,Tottenham,Southampton - Tottenham,6.151597488017796,1,3,2,Southampton - Tott...
312,Victor Wanyama,Tottenham,Liverpool - Tottenham,4.455643120317997,2,1,3,Liverpool - Totten...
318,Victor Wanyama,Tottenham,Tottenham - Crystal Palace,8.801359154943178,1,2,0,Tottenham - Crysta...
331,Victor Wanyama,Tottenham,Tottenham - Huddersfield,9.931300491606725,2,2,0,Tottenham - Hudder...
338,Victor Wanyama,Tottenham,Man City - Tottenham,5.61767433717262,0,2,0,Man City - Tottenh...
346,Victor Wanyama,Tottenham,Tottenham - Brighton,8.613833991476305,2,2,1,Tottenham - Bright...
355,Victor Wanyama,Tottenham,Tottenham - West Ham,7.894467628476509,1,1,2,Tottenham - West H...
361,Victor Wanyama,Tottenham,Bournemouth - Tottenham,4.025245431688823,2,0,0,Bournemouth - Tott...
378,Victor Wanyama,Tottenham,Tottenham - Everton,4.122189746924589,0,3,3,Tottenham - Everto...
7,Vincent Kompany,Man City,Arsenal - Man City,5.324898178831952,1,0,0,Arsenal - Man City...
18,Vincent Kompany,Man City,Man City - Huddersfield,7.199765373775273,2,2,3,Man City - Hudders...
25,Vincent Kompany,Man City,Wolves - Man City,4.513181838696357,0,0,2,Wolves - Man City
35,Vincent Kompany,Man City,Man City - Newcastle,6.524139719096561,1,0,1,Man City - Newcast...
43,Vincent Kompany,Man City,Man City - Fulham,8.571130679027618,2,3,3,Man City - Fulham
52,Vincent Kompany,Man City,Cardiff - Man City,4.153797673188832,0,3,3,Cardiff - Man City...
64,Vincent Kompany,Man City,Man City - Brighton,6.960334463741818,2,1,3,Man City - Brighto...
78,Vincent Kompany,Man City,Liverpool - Man City,7.863189569656868,0,3,3,Liverpool - Man Ci...
84,Vincent Kompany,Man City,Man City - Burnley,9.331804441181967,1,3,1,Man City - Burnley...
99,Vincent Kompany,Man City,Tottenham - Man City,8.983350594537457,1,3,2,Tottenham - Man Ci...
108,Vincent Kompany,Man City,Man City - Southampton,7.762626986220544,2,3,3,Man City - Southam...
119,Vincent Kompany,Man City,Man City - Man United,8.979413707197295,2,3,1,Man City - Man Uni...
126,Vincent Kompany,Man City,West Ham - Man City,9.702675543700277,1,1,0,West Ham - Man Cit...
134,Vincent Kompany,Man City,Man City - Bournemouth,6.428830102239812,1,2,3,Man City - Bournem...
142,Vincent Kompany,Man City,Watford - Man City,5.495046728208963,0,2,1,Watford - Man City...
154,Vincent Kompany,Man City,Chelsea - Man City,9.11695358325338,0,1,3,Chelsea - Man City...
163,Vincent Kompany,Man City,Man City - Everton,4.292270285933888,2,0,3,Man City - Everton...
176,Vincent Kompany,Man City,Man City - Crystal Palace,9.601161543211877,2,2,3,Man City - Crystal...
184,Vincent Kompany,Man City,Leicester - Man City,9.144205613164388,0,2,2,Leicester - Man Ci...
199,Vincent Kompany,Man City,Southampton - Man City,9.214816133843417,2,3,2,Southampton - Man ...
209,Vincent Kompany,Man City,Man City - Liverpool,4.512040943172375,0,2,1,Man City - Liverpo...
219,Vincent Kompany,Man City,Man City - Wolves,7.400215713748805,0,3,2,Man City - Wolves
229,Vincent Kompany,Man City,Huddersfield - Man City,6.23604686598644,1,2,3,Huddersfield - Man...
234,Vincent Kompany,Man City,Newcastle - Man City,5.321217819643503,0,0,3,Newcastle - Man Ci...
248,Vincent Kompany,Man City,Man City - Arsenal,8.478083500084,1,3,2,Man City - Arsenal...
250,Vincent Kompany,Man City,Everton - Man City,7.223824409292799,1,0,3,Everton - Man City...
258,Vincent Kompany,Man City,Man City - Chelsea,6.127840676709447,1,3,3,Man City - Chelsea...
277,Vincent Kompany,Man City,Man City - West Ham,7.954207031414544,1,1,1,Man City - West Ha...
279,Vincent Kompany,Man City,Bournemouth - Man City,7.5721546144263545,0,0,2,Bournemouth - Man ...
293,Vincent Kompany,Man City,Man City - Watford,6.777319134592741,0,3,0,Man City - Watford...
307,Vincent Kompany,Man City,Fulham - Man City,4.76892049886512,0,3,0,Fulham - Man City
317,Vincent Kompany,Man City,Man City - Cardiff,7.854768679806911,2,2,3,Man City - Cardiff...
332,Vincent Kompany,Man City,Crystal Palace - Man City,5.971984355093933,1,2,2,Crystal Palace - M...
338,Vincent Kompany,Man City,Man City - Tottenham,7.46885413115782,2,3,0,Man City - Tottenh...
348,Vincent Kompany,Man City,Man United - Man City,9.615904955623888,0,1,1,Man United - Man C...
357,Vincent Kompany,Man City,Burnley - Man City,7.811512955355249,0,2,1,Burnley - Man City...
369,Vincent Kompany,Man City,Man City - Leicester,6.359734379159631,2,2,2,Man City - Leicest...
370,Vincent Kompany,Man City,Brighton - Man City,7.73067658850829,1,2,3,Brighton - Man Cit...
8,Virgil van Dijk,Liverpool,Liverpool - West Ham,9.572471804535976,0,3,3,Liverpool - West H...
19,Virgil van Dijk,Liverpool,Crystal Palace - Liverpool,6.57160272133263,1,3,2,Crystal Palace - L...
23,Virgil van Dijk,Liverpool,Liverpool - Brighton,5.602132791270214,2,1,0,Liverpool - Bright...
34,Virgil van Dijk,Liverpool,Leicester - Liverpool,5.061268666818489,0,0,1,Leicester - Liverp...
45,Virgil van Dijk,Liverpool,Tottenham - Liverpool,6.749886466728322,2,3,0,Tottenham - Liverp...
56,Virgil van Dijk,Liverpool,Liverpool - Southampton,7.804062425175473,1,1,0,Liverpool - Southa...
61,Virgil van Dijk,Liverpool,Chelsea - Liverpool,4.1235225721014075,0,1,2,Chelsea - Liverpoo...
78,Virgil van Dijk,Liverpool,Liverpool - Man City,9.036640850270604,2,3,3,Liverpool - Man Ci...
83,Virgil van Dijk,Liverpool,Huddersfield - Liverpool,7.688519801347903,0,3,0,Huddersfield - Liv...
93,Virgil van Dijk,Liverpool,Liverpool - Cardiff,6.10683655475054,2,0,3,Liverpool - Cardif...
100,Virgil van Dijk,Liverpool,Arsenal - Liverpool,5.570627561854179,2,3,1,Arsenal - Liverpoo...
118,Virgil van Dijk,Liverpool,Liverpool - Fulham,7.7548508135655725,1,2,0,Liverpool - Fulham...
125,Virgil van Dijk,Liverpool,Watford - Liverpool,7.26223658309428,2,2,1,Watford - Liverpoo...
139,Virgil van Dijk,Liverpool,Liverpool - Everton,9.389031990626464,0,2,3,Liverpool - Everto...
144,Virgil van Dijk,Liverpool,Burnley - Liverpool,7.87611082388897,2,3,0,Burnley - Liverpoo...
151,Virgil van Dijk,Liverpool,Bournemouth - Liverpool,6.329060259151408,0,2,3,Bournemouth - Live...
168,Virgil van Dijk,Liverpool,Liverpool - Man United,9.37558218337163,1,1,0,Liverpool - Man Un...
170,Virgil van Dijk,Liverpool,Wolves - Liverpool,6.519204253037613,0,3,1,Wolves - Liverpool...
185,Virgil van Dijk,Liverpool,Liverpool - Newcastle,8.567113521349594,2,2,1,Liverpool - Newcas...
193,Virgil van Dijk,Liverpool,Liverpool - Arsenal,7.804020185715801,2,2,0,Liverpool - Arsena...
209,Virgil van Dijk,Liverpool,Man City - Liverpool,4.388682027678595,0,3,1,Man City - Liverpo...
210,Virgil van Dijk,Liverpool,Brighton - Liverpool,5.052359968904922,1,1,3,Brighton - Liverpo...
222,Virgil van Dijk,Liverpool,Liverpool - Crystal Palace,8.061266494769484,2,2,1,Liverpool - Crysta...
237,Virgil van Dijk,Liverpool,Liverpool - Leicester,5.772223634152518,2,1,2,Liverpool - Leices...
249,Virgil van Dijk,Liverpool,West Ham - Liverpool,7.837273964485702,2,3,1,West Ham - Liverpo...
255,Virgil van Dijk,Liverpool,Liverpool - Bournemouth,5.223554695890017,1,1,1,Liverpool - Bourne...
268,Virgil van Dijk,Liverpool,Man United - Liverpool,9.315332780243303,2,2,3,Man United - Liver...
276,Virgil van Dijk,Liverpool,Liverpool - Watford,5.420393312735314,2,3,2,Liverpool - Watfor...
286,Virgil van Dijk,Liverpool,Everton - Liverpool,5.514831558538841,2,3,1,Everton - Liverpoo...
298,Virgil van Dijk,Liverpool,Liverpool - Burnley,5.810665901179905,0,0,2,Liverpool - Burnle...
303,Virgil van Dijk,Liverpool,Fulham - Liverpool,9.345571908635325,1,3,2,Fulham - Liverpool...
312,Virgil van Dijk,Liverpool,Liverpool - Tottenham,5.740994924596595,2,2,2,Liverpool - Totten...
319,Virgil van Dijk,Liverpool,Southampton - Liverpool,5.641617816059947,2,3,2,Southampton - Live...
333,Virgil van Dijk,Liverpool,Liverpool - Chelsea,4.9021173635828585,1,1,3,Liverpool - Chelse...
343,Virgil van Dijk,Liverpool,Cardiff - Liverpool,8.33334325889757,1,2,3,Cardiff - Liverpoo...
350,Virgil van Dijk,Liverpool,Liverpool - Huddersfield,7.958056489983804,2,2,3,Liverpool - Hudder...
363,Virgil van Dijk,Liverpool,Newcastle - Liverpool,5.921912654826414,2,2,1,Newcastle - Liverp...
375,Virgil van Dijk,Liverpool,Liverpool - Wolves,5.240569470865478,1,2,3,Liverpool - Wolves...
0,Wes Morgan,Leicester,Man United - Leicester,6.754857143721878,2,2,0,Man United - Leice...
13,Wes Morgan,Leicester,Leicester - Wolves,8.016573722396586,2,1,2,Leicester - Wolves...
24,Wes Morgan,Leicester,Southampton - Leicester,4.751449235066679,2,3,0,Southampton - Leic...
34,Wes Morgan,Leicester,Leicester - Liverpool,6.787651264061329,1,0,3,Leicester - Liverp...
40,Wes Morgan,Leicester,Bournemouth - Leicester,8.922760020977744,0,3,2,Bournemouth - Leic...
55,Wes Morgan,Leicester,Leicester - Huddersfield,8.562311362692594,2,0,0,Leicester - Hudder...
65,Wes Morgan,Leicester,Newcastle - Leicester,6.33169667173407,2,1,3,Newcastle - Leices...
73,Wes Morgan,Leicester,Leicester - Everton,4.7539110155407975,0,0,0,Leicester - Everto...
89,Wes Morgan,Leicester,Arsenal - Leicester,5.28516298261166,0,3,1,Arsenal - Leiceste...
92,Wes Morgan,Leicester,Leicester - West Ham,4.006839533511028,1,3,3,Leicester - West H...
102,Wes Morgan,Leicester,Cardiff - Leicester,6.2048979278405465,2,2,2,Cardiff - Leiceste...
113,Wes Morgan,Leicester,Leicester - Burnley,6.44617482969851,1,0,1,Leicester - Burnle...
120,Wes Morgan,Leicester,Brighton - Leicester,4.916474463569392,1,3,2,Brighton - Leicest...
133,Wes Morgan,Leicester,Leicester - Watford,5.826970513688838,1,2,1,Leicester - Watfor...
146,Wes Morgan,Leicester,Fulham - Leicester,4.574988484535573,2,0,1,Fulham - Leicester...
155,Wes Morgan,Leicester,Leicester - Tottenham,9.185650523170716,2,1,1,Leicester - Totten...
160,Wes Morgan,Leicester,Crystal Palace - Leicester,5.144323766263373,2,0,2,Crystal Palace - L...
174,Wes Morgan,Leicester,Chelsea - Leicester,8.656582599987573,2,2,2,Chelsea - Leiceste...
184,Wes Morgan,Leicester,Leicester - Man City,7.635777851200733,0,2,3,Leicester - Man Ci...
